ああ,嗚呼,Ah!;Oh!;Alas!
こうぞう,構造,structure;construction
こうたい,後退,retreat;backspace (BS)
こうたい,交替,alternation;change;relief;relay;shift
こうたく,光沢,brilliance;polish;lustre;glossy finish (of photographs)
こうだん,公団,public corporation
こうち,耕地,arable land
こうちゃ,紅茶,black tea
こうちょう,好調,favourable;promising;satisfactory;in good shape
こうつう,交通,communication;transportation;traffic;intercourse
こうつうきかん,交通機関,transportation facilities
こうてい,校庭,campus
こうてい,肯定,positive;affirmation
こうとう,口頭,oral
こうとう,高等,high class;high grade
こうとうがっこう,高等学校,senior high school
こうど,高度,altitude;height;advanced
こうどう,行動,action;conduct;behaviour;mobilization
こうどう,講堂,auditorium
こうどく,講読,reading;translation
こうどく,購読,subscription (e.g. magazine)
こうにゅう,購入,purchase;buy
こうにん,公認,official recognition;authorization;licence;accreditation
こうねつひ,光熱費,cost of fuel and light
こうはい,荒廃,ruin
こうはい,後輩,junior (at work or school)
こうばい,購買,purchase;buy
こうばん,交番,police box
こうひょう,好評,popularity;favorable reputation
こうひょう,公表,official announcement;proclamation
こうふ,交付,delivering;furnishing (with copies)
こうふく,降伏,capitulation;surrender;submission
こうふく,幸福,happiness;blessedness
こうふん,興奮,excitement;stimulation;agitation;arousal
こうぶつ,鉱物,mineral
こうへい,公平,fairness;impartial;justice
こうほ,候補,candidacy
こうぼ,公募,public appeal;public contribution
こうみょう,巧妙,ingenious;skillful;clever;deft
こうむ,公務,official business;public business
こうもく,項目,item
こうよう,公用,government business;public use;public expense
こうよう,紅葉,autumn colours;maple
こうり,小売,retail
こうりつ,効率,efficiency
こうりつ,公立,public (institution)
こうりゅう,交流,alternating current;intercourse;(cultural) exchange;intermingling
こうりょ,考慮,consideration;taking into account
こうりょく,効力,effect;efficacy;validity;potency
こえ,声,voice
こえる,越える,to cross over;to cross;to pass through;to pass over (out of)
こえる,超える,to cross over;to cross;to pass through;to pass over (out of)
こおり,氷,ice;shaved ice
こがす,焦がす,to burn;to scorch;to singe;to char
こがら,小柄,short (build)
こきゅう,呼吸,breath;respiration
こきょう,故郷,home town;birthplace;old village;historic village;native place;one's old home
こぎって,小切手,cheque;check
こくおう,国王,king
こくご,国語,national language
こくさい,国際,international
こくさん,国産,domestic products
こくせき,国籍,nationality
こくてい,国定,state-sponsored;national
こくど,国土,realm
こくはく,告白,confession;acknowledgement
こくばん,黒板,blackboard
こくふく,克服,subjugation;conquest
こくぼう,国防,national defence
こくみん,国民,national;people;citizen
こくもつ,穀物,grain;cereal;corn
こくゆう,国有,national ownership
こくりつ,国立,national
こくれん,国連,U.N.;United Nations
こぐ,漕ぐ,to row;to scull;to pedal
こげちゃ,焦げ茶,black tea
こげる,焦げる,to burn;to be burned
ここ,個々,individual;one by one
ここ,箇箇,individual;separate
ここち,心地,feeling;sensation;mood
ここのか,九日,nine days;the ninth day (of the month)
ここのつ,九つ,nine
こころ,心,mind;heart;spirit
こころあたり,心当たり,having some knowledge of;happening to know
こころえ,心得,knowledge;information
こころえる,心得る,to be informed;to have thorough knowledge
こころがけ,心掛け,readiness;intention;aim
こころがける,心掛ける,to bear in mind;to aim to do
こころざし,志,will;intention;motive
こころざす,志す,to plan;to intend;to aspire to;to set aims (sights on)
こころづよい,心強い,heartening;reassuring
こころぼそい,心細い,helpless;forlorn;hopeless;unpromising;lonely;discouraging;disheartening
こころみ,試み,trial;experiment
こころみる,試みる,to try;to test
こころよい,快い,pleasant;agreeable
こごえる,凍える,to freeze;to be chilled;to be frozen
こごらす,凝らす,to freeze;to congeal
こごる,凝る,to congeal;to freeze
こし,腰,hip
こしかけ,腰掛け,seat;bench
こしかける,腰掛ける,to sit (down)
こしょう,故障,break-down;failure;accident;out of order
こしょう,胡椒,pepper
こしらえる,拵える,to make;to manufacture
こじ,孤児,orphan
こじれる,拗れる,to get complicated;to grow worse
こじん,故人,the deceased;old friend
こじん,個人,individual;private person;personal;private
こす,越す,to go over (e.g. with audience)
こす,超す,to cross;to pass;to tide over
こずえ,梢,treetop
こせい,個性,individuality;personality;idiosyncrasy
こせき,戸籍,census;family register
こぜに,小銭,coins;small change
こたい,固体,solid (body)
こたえ,答え,answer;response
こたえる,堪える,to bear;to stand;to endure;to put up with;to support;to withstand;to resist;to brave;to be fit for;to be equal to
こたえる,答える,to answer;to reply
こたつ,火燵,table with heater;(orig) charcoal brazier in a floor well
こだい,古代,ancient times
こだわる,,to fuss over;to be particular about;to be concerned about
こちょう,誇張,exaggeration
こちら,,this person;this direction;this side
こちらこそ,,it is I who should say so
こっか,国家,state;country;nation
こっかい,国会,National Diet;parliament;congress
こっけい,滑稽,funny;humorous;comical;laughable;ridiculous;joking
こっこう,国交,diplomatic relations
こっせつ,骨折,bone fracture
こっそり,,stealthily;secretly
こっとうひん,骨董品,curio
こつ,骨,knack;skill
こづかい,小遣い,personal expenses;pocket money;spending money;incidental expenses;allowance
こづつみ,小包,parcel;package
こてい,固定,fixation
こてん,古典,old book;classics;classic
こと,事,thing;matter;fact;circumstances;business;reason;experience
こと,琴,Koto (Japanese harp)
ことがら,事柄,matter;thing;affair;circumstance
ことごとく,悉く,altogether;entirely
ことし,今年,this year
ことづける,言付ける,to send word;to send a message
ことづて,言伝,declaration;hearsay
ことなる,異なる,to differ;to vary;to disagree
ことに,殊に,especially;above all
ことによると,事によると,depending on the circumstances
ことば,言葉,word(s);language;speech
ことばづかい,言葉遣い,speech;expression;wording
ことり,小鳥,small bird
ことわざ,諺,proverb;maxim
ことわる,断る,to refuse;to inform;to ask leave;to decline;to dismiss
こどく,孤独,isolation;loneliness;solitude
こども,子供,child;children
こな,粉,flour;meal;powder
こないだ,,the other day;lately;recently
こなごな,粉々,in very small pieces
この,此の,this
このあいだ,この間,the other day;lately;recently
このごろ,この頃,recently
このましい,好ましい,nice;likeable;desirable
このみ,好み,liking;taste;choice
このむ,好む,to like;to prefer
こべつ,個別,particular case
こぼす,零す,to spill
こぼれる,零れる,to overflow;to spill
こまかい,細かい,small;fine;minute
こまやか,細やか,friendly
こまる,困る,to be worried;to be bothered
こむ,混む,to be crowded
こむ,込む,to be crowded
こむぎ,小麦,wheat
こめ,米,uncooked rice
こめる,込める,to include;to put into
こもる,篭る,to seclude oneself;to be confined in;to be implied;to be stuffy
こや,小屋,hut;cabin;shed;(animal) pen
こゆう,固有,characteristic;tradition;peculiar;inherent;eigen-
こゆび,小指,little finger
こよう,雇用,employment (long term);hire
こよみ,暦,calendar;almanac
こらえる,堪える,to bear;to stand;to endure;to put up with;to support;to withstand;to resist;to brave;to be fit for;to be equal to
こりつ,孤立,isolation;helplessness
こりる,懲りる,to learn by experience;to be disgusted with
これ,此れ,this
これら,此れ等,these
ころがす,転がす,to roll
ころがる,転がる,to roll;to tumble
ころす,殺す,to kill
ころぶ,転ぶ,to fall down
こわい,怖い,frightening;eerie
こわす,壊す,to break;to break down
こわれる,壊れる,to be broken;to break
こん,魂,soul;spirit
こん,紺,navy blue;deep blue
こんかい,今回,now;this time;lately
こんき,根気,patience;perseverance;energy
こんきょ,根拠,basis;foundation
こんけつ,混血,mixed race;mixed parentage
こんご,今後,from now on;hereafter
こんごう,混合,mixing;mixture
こんざつ,混雑,confusion;congestion
こんだて,献立,menu;program;schedule
こんちゅう,昆虫,insect;bug
こんてい,根底,root;basis;foundation
こんど,今度,now;this time;next time;another time
こんどう,混同,confusion;mixing;merger
こんな,,such;like this
こんなに,,so;like this;in this way
こんなん,困難,difficulty;distress
こんにちは,今日は,hello;good day (daytime greeting  id)
こんばんは,今晩は,good evening
こんぽん,根本,origin;source;foundation;root;base;principle
こんやく,婚約,engagement;betrothal
こんらん,混乱,disorder;chaos;confusion
ご,五,(num) five
ご,語,language;word
ご,碁,Go (board game of capturing territory)
ご,御,go-;honourable
ごい,語彙,vocabulary;glossary
ごう,濠,moat
ごう,業,Buddhist karma;actions committed in a former life
ごう,号,number;issue
ごうい,合意,agreement;consent;mutual understanding
ごういん,強引,overbearing;coercive;pushy;forcible;high-handed
ごうか,豪華,wonderful;gorgeous;splendor;pomp;extravagance
ごうかく,合格,success;passing (e.g. exam);eligibility
ごうぎ,合議,consultation;conference
ごうぎ,強気,great;grand
ごうけい,合計,sum total;total amount
ごうせい,合成,synthesis;composition;synthetic;composite;mixed;combined;compound
ごうとう,強盗,robbery;burglary
ごうどう,合同,combination;incorporation;union;amalgamation;fusion;congruence
ごうり,合理,rational
ごうりゅう,合流,confluence;union;linking up;merge
ごえい,護衛,guard;convoy;escort
ごかい,誤解,misunderstanding
ごがく,語学,language study
ごく,語句,words;phrases
ごく,極,quite;very
ごくらく,極楽,paradise
ごくろうさま,ご苦労様,Thank you very much for your....
ごげん,語源,word root;word derivation;etymology
ごご,午後,afternoon;p.m.;pm
ごさ,誤差,error
ございます,ご座います,to be (polite);to exist
ごじゅうおん,五十音,the Japanese syllabary
ごぜん,午前,morning;A.M.;am
ごちそう,ご馳走,feast;treating (someone)
ごちそうさま,ご馳走さま,feast
ごと,毎,each respectively
ごはん,御飯,rice (cooked);meal
ごばん,碁盤,Go board
ごぶさた,ご無沙汰,not writing or contacting for a while
ごまかす,誤魔化す,to deceive;to falsify;to misrepresent
ごみ,塵,rubbish;trash;garbage
ごめん,御免,your pardon;declining (something);dismissal;permission
ごめんください,御免ください,May I come in?
ごめんなさい,御免なさい,I beg your pardon;excuse me
